commute,v. 통근하다쉼표n. 출퇴근쉼표통근,Many city residents _ by subway every day.,많은 도시 거주자들은 매일 지하철로 통근한다.,Many city residents _ by subway every day.,,commute
commutes,v. 통근하다쉼표n. 출퇴근쉼표통근,I don따옴표t like long and tiring _.,나는 길고 피곤한 출퇴근을 싫어한다.,I don따옴표t like long and tiring _.,,commutes
pick up,Phr. ~를 데리러 가다쉼표 ~를 태워주다 / 회복되다 / ~을 익히다,Can you _ me _ from my office after work?,일이 끝난 후에 사무실로 나를 데리러 와줄 수 있니?,Can you _ me _ from my office after work?,,pick up
pick up,Phr. ~를 데리러 가다쉼표 ~를 태워주다 / 회복되다 / ~을 익히다,Sales of air conditioners _ during the summer.,에어컨 판매량은 여름 동안에 회복된다.,Sales of air conditioners _ during the summer.,,pick up
pick up,Phr. ~를 데리러 가다쉼표 ~를 태워주다 / 회복되다 / ~을 익히다,Young children _ a foreign language faster than adults do.,어린아이들은 어른보다 외국어를 더 빨리 익힌다.,Young children _ a foreign language faster than adults do.,,pick up
drop off,phr. ~를 (차에서) 내려 주다,I went to the library to _ Stacey.,나는 Stacey를 내려 주기 위해 도서관에 갔어.,I went to the library to _ Stacey.,,drop off
route,n. 길쉼표노선,The bus driver chose a different _ to avoid delays caused by roadwork.,버스 운전사는 도로 공사로 인한 지체를 피하기 위해 다른 길을 택했다.,The bus driver chose a different _ to avoid delays caused by roadwork.,,route
jammed,v.  (장소쉼표 통로를) 막다쉼표메우다,The traffic on the bridge was _쉼표 forcing vehicles to turn back.,다리 위의 차가 막혀서 차량들을 되돌아가게 했다,The traffic on the bridge was _쉼표 forcing vehicles to turn back.,,jammed
detour,n. 우회쉼표 우회 도로,Kayla took a _ on her way home from work to pick up Chinese food.,Kayla는 중국 음식을 찾아오기 위해 회사에서 집으로 오는 길에 우회했다,Kayla took a _ on her way home from work to pick up Chinese food.,,detour
pull over,phr. (차를)  길가에 대다,The traffic cop signaled the man at the wheel to _.,그 교통경찰은 운전 중인 남자에게 차를 길가에 대라는 신호를 보냈다.,The traffic cop signaled the man at the wheel to _.,,pull over
fine,n. 벌금쉼표과태료쉼표 v. 벌금을 부과하다쉼표 adj. 아주 작은,Simon paid a _ for parking in a handicapped zone.,Simon은 장애인 전용 구역에 주차해서 벌금을 냈다.,Simon paid a _ for parking in a handicapped zone.,,fine
fined,n. 벌금쉼표과태료쉼표 v. 벌금을 부과하다쉼표 adj. 아주 작은,The police officer _ the pedestrian for littering.,경찰관은 그 보행자에게 쓰레기를 버린 것에 대해 벌금을 부과했다,The police officer _ the pedestrian for littering.,,fined
fine,n. 벌금쉼표과태료쉼표 v. 벌금을 부과하다쉼표 adj. 아주 작은,The sand on the beach is very _.,그 해변의 모래알은 아주 작다.,The sand on the beach is very _.,,fine
noticed,v. 알아차리다쉼표인지하다,I parked my car at the curb immediately when I _ that I had a flat tire.,나는 타이어가 펑크난 것을 알아차렸을 때 즉시 도로 경계석에 차를 세웠다,I parked my car at the curb immediately when I _ that I had a flat tire.,,noticed
meanders,v. 구불구불하다/거닐다,Today따옴표s bus trip will take the scenic route쉼표 which _ along the coastline.,오늘의 버스 여행은 해안 지대를 구불구불 따르는 경치가 좋은 길로 갈 것이다.,Today따옴표s bus trip will take the scenic route쉼표 which _ along the coastline.,,meanders
meandered,v. 구불구불하다/거닐다,Children _ aimlessly around the football field.,아이들은 축구장 주위를 목적 없이 거닐었다,Children _ aimlessly around the football field.,,meandered
careened,v. 위태롭게 달리다,After skidding across the icy road surface쉼표 the car _ through a gate.,얼어붙은 도로 표면을 가로지르며 미끄러진 후. 그 차는 출입구를 통과하여 위태롭게 달렸다,After skidding across the icy road surface쉼표 the car _ through a gate.,,careened
navigated,v. 항해하다쉼표 비행하다,The fisherman _ the sea with a compass.,그 어부는 나침반을 가지고 바다를 항해했다,The fisherman _ the sea with a compass.,,navigated
diverges,v. (길 의견 등이) 갈라지다쉼표 나뉘다,This highway _ into two narrow roads in three kilometers.,이 고속도로는 3킬로미터 후에 두 개의 좁은 도로로 갈라진다.,This highway _ into two narrow roads in three kilometers.,,diverges
hailed,v. 불러 세우다/환호하며 맞이하다,The businessman _ a taxi in the heavy rain.,그 사업가는 폭우 속에서 택시를 불러 세웠다,The businessman _ a taxi in the heavy rain.,,hailed
hailed,v. 불러 세우다/환호하며 맞이하다,Hundreds of cheering people _ the pop star arrival.,수백 명의 갈채하는 사람들이 그 팝스타의 도착을 환호하며 맞이했다,Hundreds of cheering people _ the pop star arrival.,,hailed
jumped the gun,phr. (성급하게)  출발하다쉼표 행동하다,The light was still red when a motorcyclist _.,오토바이 운전자가 성급하게 출발했을 때 신호등은 아직 빨간불이었다.,The light was still red when a motorcyclist _.,,jumped the gun
transferred,v. 갈아타다/전근하다쉼표 전학하다/(전화로) 연결해 주다,We _ to another bus to get to City Hall.,우리는 시청에 가기 위해 다른 버스로 갈아탔다,We _ to another bus to get to City Hall.,,transferred
transferred,v. 갈아타다/전근하다쉼표 전학하다/(전화로) 연결해 주다,The manager was _ to another branch in Chicago.,그 경영자는 시카고에 있는 다른 자사로 전근을 가게 되었다.,The manager was _ to another branch in Chicago.,,transferred
transfer,v. 갈아타다/전근하다쉼표 전학하다/(전화로) 연결해 주다,Hold on a second and I따옴표ll _ you,잠시만 기다리시면 연결해 드리겠습니다.,Hold on a second and I따옴표ll _ you,,transfer
direction,n. 방향,Which _ is the bank?,은행이 어느 방향인가요?,Which _ is the bank?,,direction
chartered,v. (항공기쉼표배를) 전세내다,The tourists _ a boat to go across the bay.,그 여행객들은 만을 건너기 위에 배를 전세 냈다.,The tourists _ a boat to go across the bay.,,chartered
convenient,adj. 편리한,Using a Fast Pass to get through the tollgate is _.,톨게이트을 통과하기 위해 Fast Pass를 이용하는 것은 편리하다.,Using a Fast Pass to get through the tollgate is _.,,convenient
designated,v. 지정하다,The express lane is _ for vehicles with six or more passengers.,고속 차선은 6인 이상의 승객을 태운 차량을 위해 지정되어 있다,The express lane is _ for vehicles with six or more passengers.,,designated
curb,n. (인도와 차도 사이의) 도로 경계석쉼표 v. 억제하다쉼표제한하다,The chauffeur slowly parked the limousine by the _.,그 운전사는 도로 경계석 옆에 리무진을 천천히 주차했다,The chauffeur slowly parked the limousine by the _.,,curb
curb,n. (인도와 차도 사이의) 도로 경계석쉼표 v. 억제하다쉼표제한하다,India has been implementing a family planning policy to _ population growth.,인도는 인구 성장을 억제하기 위해서 가족계획 정책을 실행해오고 있다.,India has been implementing a family planning policy to _ population growth.,,curb
fare,n.(기차 버스 택시 등의)  요금쉼표운임,People avoid taking cabs because of the increasing taxi _.,택시 요금이 오르는 탓에 사람들은 택시 타는 것을 기피한다,People avoid taking cabs because of the increasing taxi _.,,fare
bypass,v. (장애물  등을) 피하다쉼표 우회하다,Nick took the side road to _ the accident on the freeway.,Nick은 고속도로에서 난 사고를 피하기 위해 샛길로 갔다.,Nick took the side road to _ the accident on the freeway.,,bypass
commission,n. 수수료,The auto dealership employees get a _ for every car they sell.,자동차 대리점 직원들은 그들이 파는 모든 차에 대해 수수료를 받는다.,The auto dealership employees get a _ for every car they sell.,,commission
moored,v. (배를) 정박시키다,Mr. Smith _ his boat so it wouldn따옴표t drift away from the dock.,Mr. Smith는 배가 부두에서 떠내려가지 않도록 그의 배를 정박시켰다.,Mr. Smith _ his boat so it wouldn따옴표t drift away from the dock.,,moored
runs,v. (버스 기차 등이) 운행하다,The train to Chicago _ every 30 minutes.,시카고로 가는 기차는 30분마다 운행한다.,The train to Chicago _ every 30 minutes.,,runs
cushion,v. 충격을 완화하다쉼표완충 작용을 하다,Airbags are designed to _ the impact from a crash.,에어백은 사고의 충격을 완화하도록 만들어진다,Airbags are designed to _ the impact from a crash.,,cushion
pandemonium,n. 대혼란,The protest in the street blocked traffic and created _.,거리의 시위는 교통을 가로막고 대혼란을 일으켰다,The protest in the street blocked traffic and created _.,,pandemonium
convoluted,adj. 복잡한쉼표 뒤얽힌,Since the route to the bus terminal is _쉼표 it’s best to take a taxi.,버스 터미널로 가는 길이 복잡하기 때문에쉼표 택시를 타는 것이 가장 끓다.,Since the route to the bus terminal is _쉼표 it’s best to take a taxi.,,convoluted
veered,v. 방향을 바꾸다,The taxi driver suddenly _ into the left lane without warning.,택시 기사는 신호를 보내지 않고 갑자기 왼쪽 차선으로 방향을 바꾸었다.,The taxi driver suddenly _ into the left lane without warning.,,veered
cramped,adj. 비좁은쉼표 갑갑한,Subways are _ during rush hour.,지하철은 출퇴근 혼잡 시간대에 비좁다.,Subways are _ during rush hour.,,cramped
opposite,adj. 반대의쉼표 반대편의,The woman was shocked to see a car coming from the _ direction.,그 여자는 반대 방향에서 오는 차를 보고 깜짝 놀랐다,The woman was shocked to see a car coming from the _ direction.,,opposite
interrupted,v. 가로막다쉼표저지하다,An accident _ traffic flow on a main highway.,사고는 주요 고속도로의 교통 흐름을 가로막았다,An accident _ traffic flow on a main highway.,,interrupted
made way,phr. 비켜 주다쉼표 길을 열어 주다,The cars _ for the ambulance by pulling to the side of the road.,자동차들은 길 한 편으로 바짝 대면서 구급차에 비켜 주었다.,The cars _ for the ambulance by pulling to the side of the road.,,made way
borrow,v. 빌리다,Could I _ your tire pump for a couple of days?,타이어 펌프를 이틀간 빌릴 수 있을까요?,Could I _ your tire pump for a couple of days?,,borrow
located,v. 위치시키다쉼표 (위치를) 찾아내다,The mall is _ at the intersection of Pines Road and University Drive.,그 쇼핑몰은 Pines로와 University로의 교차로에 위치해 있다.,The mall is _ at the intersection of Pines Road and University Drive.,,located
located,v. 위치시키다쉼표 (위치를) 찾아내다,The detective _ his clients long-lost cousin in Mexico.,그 형사는 오래전에 잃어버렸던 의뢰인의 사촌을 멕시코에서 찾아냈다.,The detective _ his clients long-lost cousin in Mexico.,,located
recommended,v . 추천하다,The principal _ taking a school bus instead of Walking to School.,교장 선생님은 학교에 걸어오는 대신에 통학 버스를 탈 것을 추천했다.,The principal _ taking a school bus instead of Walking to School.,,recommended
destination,n. 목적지쉼표행선지,It took two hours to reach our _ by bike.,자전거로 우리의 목적지에 도달하는 데 두 시간이 걸렀다.,It took two hours to reach our _ by bike.,,destination
disregard,v. 무시하다쉼표 소훌히 하다,You can _ the No Parking restriction from 9 P.M. to 6 A.M. on Maple Street.,Maple가에서 오후 9시부터 오전 6시까지는 주차 금지 규정을 무시해도 된다,You can _ the No Parking restriction from 9 P.M. to 6 A.M. on Maple Street.,,disregard
bound,adj. ~행의쉼표~로 향하는쉼표 꼭 ~하게 되어 있는,This plane is _ for Manhattan.,이 비행기는 맨해튼행이다.,This plane is _ for Manhattan.,,bound
bound,adj. ~행의쉼표~로 향하는쉼표 꼭 ~하게 되어 있는,Our team is _ to win if we stay focused on the match.,경기에 집중한다면 우리 팀은 꼭 이기게 되어 있다.,Our team is _ to win if we stay focused on the match.,,bound
rapidly,adv. 빠르게쉼표신속하게,The number of cars in New York is increasing _. ,뉴욕의 자동차 수는 빠르게 증가하고 있다.,The number of cars in New York is increasing _. ,,rapidly
transport,v. 수송하다쉼표운송하다,The company uses trucks to _ goods to retail stores.,그 회사는 제품을 소매점으로 수송하는 데 트럭을 사용한다,The company uses trucks to _ goods to retail stores.,,transport
commute,v. 통근하다쉼표n. 출퇴근쉼표통근,6Many people in my city take the train to _ to work,나의 도시에 있는 많은 사람들은 직장에 기차로 통근합니다,6Many people in my city take the train to _ to work,,commute
charter,v. (항공기쉼표 배를) 전세내다,The tour group will _ a bus to take them to a temple in the city.,그 여행 단체는 도시에 있는 절에 그들을 데려다줄 버스를 전세 낼 것입니다.,The tour group will _ a bus to take them to a temple in the city.,,charter
route,n. 길쉼표노선,Finding a _ while driving is now much easier쉼표 thanks to modern technology,현대 기술 덕분에쉼표 운전 중에 길을 찾는 것은 지금이 훨씬 쉽습니다,Finding a _ while driving is now much easier쉼표 thanks to modern technology,,route
pull over,phr. (차를)  길가에 대다,The driver had to _ because he felt sick.,그 운전자는 곧 토할 것 같았기 때문에 차를 길가에 대야 했습니다.,The driver had to _ because he felt sick.,,pull over
cramped,adj. 비좁은쉼표 갑갑한,Long flights can be exhausting because of the dry air and _ space.,장시간 비행은 건조한 공기와 비좁은 공간 때문에 지칠 수 있습니다.,Long flights can be exhausting because of the dry air and _ space.,,cramped
jammed,v.  (장소쉼표 통로를) 막다쉼표메우다,The stadium entrance was _ with people lining up for the show.,그 경기장 입구는 공연을 보려고 줄을 선 사람들로 막혀 있었습니다.,The stadium entrance was _ with people lining up for the show.,,jammed
bypass,v. (장애물  등을) 피하다쉼표 우회하다,We decided to _ the city center by going around a ring road,우리는 도시 외곽 순환 도로를 돌아서 도심을 피하기로 했습니다.,We decided to _ the city center by going around a ring road,,bypass
recommended,v . 추천하다,The waiter _ a bottle of wine to go with our meal.,그 종업원은 식사와 잘 어울리는 와인 한 병을 추천했습니다.,The waiter _ a bottle of wine to go with our meal.,,recommended
make way,phr. 비켜 주다쉼표 길을 열어 주다,The road was blocked off to _ for the holiday parade.,그 도로는 휴일 퍼레이드에 비켜 주기 위해 차단되었습니다.,The road was blocked off to _ for the holiday parade.,,make way
rapidly,adv. 빠르게쉼표신속하게,The crew worked _ to finish construction by the deadline,인부들은 마감일까지 공사를 완료하기 위해 빠르게 일했습니다.,The crew worked _ to finish construction by the deadline,,rapidly
