inebriate,취하게 하다,There was something inebriating about the atmosphere — a heady mix of music쉼표 lights쉼표 and wine.,분위기에는 뭔가 사람을 취하게 하는 무언가가 있었다 — 음악과 조명쉼표 와인이 어우러진 아찔한 조화였다.,There was something _ about the atmosphere — a heady mix of music쉼표 lights쉼표 and wine.,,inebriating
inebriate,취한,He stumbled out of the bar쉼표 clearly inebriate and unable to walk straight.,그는 바에서 비틀거리며 나왔고쉼표 명백히 취해서 똑바로 걷지도 못했다.,He stumbled out of the bar쉼표 clearly _ and unable to walk straight.,,inebriate
morose,시무룩한,After losing the game쉼표 he became morose and refused to talk to anyone.,그는 경기에서 지고 나서 시무룩해져 아무하고도 말을 하지 않았다.,After losing the game쉼표 he became _ and refused to talk to anyone.,,morose
taciturn,말수가 적은쉼표 성격이 뚱한,She was a taciturn woman who rarely spoke unless necessary.,그녀는 말이 거의 없고쉼표 필요할 때만 말하는 사람이었다.,She was a _ woman who rarely spoke unless necessary.,,taciturn
filial,(부모에 대한) 자식의,He felt a strong sense of filial duty toward his ageing parents.,그는 노부모에 대해 강한 자식 된 도리를 느꼈다.,He felt a strong sense of _ duty toward his ageing parents.,,filial
filial piety,효도,In many Asian cultures쉼표 filial piety is considered a core moral value.,많은 아시아 문화에서 효도는 핵심적인 도덕 가치로 여겨진다.,In many Asian cultures쉼표 _ is considered a core moral value.,,filial piety
denounce,맹렬히 비난하다쉼표 고발하다,Many experts are denouncing President Trump for his reckless policies.,,Many experts are _ President Trump for his reckless policies.,,denouncing
invariably,변함없이쉼표 언제나,She invariably takes her dog for a walk at 6 a.m.쉼표 even in the rain.,그녀는 비가 오든 말든 항상 아침 6시에 개를 산책시킨다.,She _ takes her dog for a walk at 6 a.m.쉼표 even in the rain.,,invariably
insoluble,풀 수 없는,I found that question insoluble.,나는 그 질문이 풀 수 없다고 생각했다.,I found that question _.,,insoluble
unalterable,바꿀 수 없는쉼표 불변의,The terms of the contract are unalterable once signed.,계약서에 서명하면 그 조건은 변경할 수 없다.,The terms of the contract are _ once signed.,,unalterable
misgiving,의혹쉼표 불안감,He had serious misgivings about the safety of the plan.,그는 그 계획의 안전성에 대해 심각한 의구심을 가졌다.,He had serious _ about the safety of the plan.,,misgivings
licence,면허쉼표 자유(방종),Artistic licence allows writers to bend the rules of reality.,예술적 자유는 작가들이 현실의 규칙을 다소 왜곡할 수 있도록 해준다.,Artistic _ allows writers to bend the rules of reality.,,licence
dispel,(느낌 등을) 떨쳐버리다,The warm sun helped dispel her lingering anxiety.,따뜻한 햇살이 그녀의 남아 있던 불안을 조금 해소해 주었다.,The warm sun helped _ her lingering anxiety.,,dispel
consent to,~에 동의하다,She finally consented to the operation after much persuasion.,많은 설득 끝에 그녀는 마침내 수술에 동의했다.,She finally _ the operation after much persuasion.,,consented to
subversive,체제 전복적인,It is wrong to mindlessly judge every subversive action a sin.,모든 전복적인 행동을 아무 생각 없이 죄라고 판단하는 것은 잘못이다.,It is wrong to mindlessly judge every _ action a sin.,,subversive
stir up,불러일으키다쉼표 고무시키다,The politician따옴표s speech stirred up anger among the workers.,그 정치인의 연설은 노동자들의 분노를 불러일으켰다.,The politician따옴표s speech _ anger among the workers.,,stirred up
imperishable,불멸의,Some stories are imperishable.,어떤 이야기들은 결코 사라지지 않는다.,Some stories are _.,,imperishable
at any rate,어쨌든,At any rate쉼표 we have to finish the project by tomorrow.,어쨌든 우리는 내일까지 프로젝트를 끝내야 한다.,_쉼표 we have to finish the project by tomorrow.,,at any rate
haughty,거만한쉼표 오만한,His haughty remark about the opponent came back to haunt him after his team was beaten in the match.,상대에 대한 그의 거만한 발언은쉼표 그의 팀이 경기에서 패배한 뒤 그에게 되돌아왔다.,His _ remark about the opponent came back to haunt him after his team was beaten in the match.,,haughty
utter,표명하다쉼표 발언하다,He carelessly uttered a derogatory remark about his colleagues — unfortunately쉼표 they were nearby.,그는 동료들에 대해 무심코 모욕적인 말을 뱉었는데쉼표 안타깝게도 그들이 근처에 있었다.,He carelessly _ a derogatory remark about his colleagues — unfortunately쉼표 they were nearby.,,uttered
utter,완전한쉼표 순전한,That’s utter nonsense and you know it.,그건 순전한 말도 안 되는 소리야쉼표 너도 알잖아.,That’s _ nonsense and you know it.,,utter
deputation,대표단,A deputation of students met with the principal to discuss tuition fees.,등록금 문제를 논의하기 위해 학생 대표단이 교장과 면담했다.,A _ of students met with the principal to discuss tuition fees.,,deputation
eminent,저명한쉼표 탁월한,I think he has great potential to be an eminent researcher.,나는 그가 뛰어난 연구자가 될 잠재력을 지니고 있다고 생각한다.,I think he has great potential to be an _ researcher.,,eminent
incumbent,재임자쉼표 재임중인,The incumbent mayor is running for a second term.,현직 시장은 재선을 노리고 출마 중이다.,The _ mayor is running for a second term.,,incumbent
incumbent upon (someone) to,~할 책임(의무)가 있는,In a democracy쉼표 it is incumbent upon the press to report the truth.,민주주의에서 진실을 보도하는 것은 언론의 의무다.,In a democracy쉼표 it is _ the press to report the truth.,,incumbent upon
proprietor,소유주,The proprietor doesn따옴표t want you to be here anymore쉼표 sir.,주인께서 더 이상 손님이 이곳에 있는 것을 원치 않으십니다.,The _ doesn따옴표t want you to be here anymore쉼표 sir.,,proprietor
unsettling,불안하게 만드는,The news of the accident was deeply unsettling.,그 사고 소식은 마음을 매우 불안하게 만들었다.,The news of the accident was deeply _.,,unsettling
indiscipline,무질서,Trump’s immigration policies and the ensuing protests led to widespread indiscipline among law enforcement in LA.,트럼프의 이민 정책과 그에 따른 시위는 LA 지역의 법 집행기관 내부에 광범위한 무질서를 초래했다.,Trump’s immigration policies and the ensuing protests led to widespread _ among law enforcement in LA.,,indiscipline
subsist,유효하다쉼표 존속되다,The agreement still subsists쉼표 so you are bound by its terms not to behave like that.,그 계약은 여전히 유효하므로쉼표 당신은 그 조항에 따라 그런 행동을 해서는 안 됩니다.,The agreement still _쉼표 so you are bound by its terms not to behave like that.,,subsists
subsist,근근이 먹고 살다,He’s completely broke쉼표 so he is subsisting on the streets of California by begging.,그는 완전히 무일푼이 되어쉼표 지금은 캘리포니아 거리에서 구걸하며 생계를 이어가고 있다.,He’s completely broke쉼표 so he is _ on the streets of California by begging.,,subsisting
contend with,~와 씨름하다쉼표 다투다,The rescue team had to contend with harsh weather conditions.,구조대는 가혹한 날씨와 맞서 싸워야 했다.,The rescue team had to _ harsh weather conditions.,,contend with
suppress,누르다쉼표 진압하다쉼표 금지하다,The regime tried to suppress all forms of dissent.,그 정권은 모든 형태의 반대를 억누르려 했다.,The regime tried to _ all forms of dissent.,,suppress
henceforward,이후쉼표 향후,Henceforward쉼표 all official communication will be via email.,앞으로 모든 공식 소통은 이메일을 통해 이루어질 것이다.,_쉼표 all official communication will be via email.,,henceforward
